Author,Title,Polish,English
Kwiat Jabłoni,Kometa,"Obudził się, daleko gdzieś, 
Zaczyna biec przed siebie, 
A Słońce z nim rozpędza się, 
Dużo siły ma, leci niczym ptak, 
Czarnych myśli brak, bo przecież, 
Jeszcze długo nim się skończy dzień

Trudno zrozumieć to lecz, 
Takie życie już jest, 
Dziś jesteś a jutro nie, 
To trochę dobrze i źle, 
Trochę dobrze i źle, 
Jak kometa na niebie miga nam Świat, 
Żyjemy tak mało lat, 
I trochę Ciebie mi brak, 
Trochę Ciebie mi brak

Zwiedził cały Świat, 
Dźwięków, kształtów, barw*, 
I tyle wspomnień ma dla siebie, 
Gubi myśli, słońce kończy bieg, 
Już nie starcza tchu, 
I potrzebuje snu, 
Chyba położę się tu, obok Ciebie, 
Gwiazdy widać, Księżyc podniósł się,

Trudno zrozumieć to lecz, 
Takie życie już jest, 
Dziś jesteś a jutro nie, 
To trochę dobrze i źle, 
Trochę dobrze i źle, 
Jak kometa na niebie miga nam Świat, 
Żyjemy tak mało lat, 
I trochę Ciebie mi brak, 
Trochę Ciebie mi brak


Trudno zrozumieć to lecz, 
Takie życie już jest, 
Dziś jesteś a jutro nie, 
To trochę dobrze i źle, 
Trochę dobrze i źle, 
Jak kometa na niebie miga nam Świat, 
Żyjemy tak mało lat, 
I trochę Ciebie mi brak, 
Trochę Ciebie mi brak 

na na na na na... 

Jak kometa na niebie miga nam Świat, 
Żyjemy tak mało lat, 
I trochę Ciebie mi brak, 
Trochę Ciebie mi...

* kolejność słów zgodna z oficjalną wersją piosenki z płyty ""Mogło być nic""","He woke up, far away
He starts to run ahead
And the sun runs with him
He has a lot of strenght, he flies like a bird
No dark thoughts, because
It's still a long time till the day ends

It's hard to understand, but
That's the way life is
Today you are here, tomorrow you're not
It's kind of good and bad
Kind of good and bad
Like a comet in the sky, the world flies by us
We live so few years
And I miss you a little
I miss you a little

He travelled the whole world
Of shapes, sounds and colors
And he has so many memories
Stupidly thinks: ""The sun is setting""
He can't catch his breath
He needs to sleep
I think I'll lie here, next to you
We can see the stars, the moon came up

It's hard to understand, but
That's the way life is
Today you are here, tomorrow you're not
It's kind of good and bad
Kind of good and bad
Like a comet in the sky, the world flies by us
We live so few years
And I miss you a little
I miss you a little

It's hard to understand, but
That's the way life is
Today you are here, tomorrow you're not
It's kind of good and bad
Kind of good and bad
Like a comet in the sky, the world flies by us
We live so few years
And I miss you a little
I miss you a little

na na na na na... 

Like a comet in the sky, the world flies by us
We live so few years
And I miss you a little
I miss you a little"
Kwiat Jabłoni,Kto Powie Mi Jak,"Stoję gdzieś pod niebem, pod nogami piach
Mam podobno iść przed siebie
Chociaż nie wiem jak, oj nie wiem
Robię pierwszy krok, muszę więc gdzieś dojść
Góra wielka, droga kręta
Trudno czasem iść, nie stękać
Chcę od razu wiedzieć na czym stoi świat
Jak poznawać siebie lepiej
Jak nie potknąć się o ciebie
Idąc byle jak

Więc kto powie mi jak radzić sobie mam
Taki wielki świat nade mną mam
Ileś tam lat, lecz to niewiele da
Doświadczenia brak

Więc kto powie mi jak radzić sobie mam
Taki wielki świat nade mną mam
Ileś tam lat, lecz to niewiele da
Doświadczenia ciągle brak

Będziesz w pocie czoła walczyć o swój świat
Będziesz wodą żyć i chlebem 
Myśleć będziesz nad swym celem
Tak podobno mówił On człowiekowi co
Zbłądził jedząc owoc wiedzy
Bo chciał wiedzieć co miał wiedzieć
Tak już w życiu bywa od zarania lat
Że kto winny musi być
Ten winny będzie choćby nie wiem jak
Starał się sam

Więc kto powie mi jak radzić sobie mam
Taki wielki świat nade mną mam
Ileś tam lat, lecz to niewiele da
Doświadczenia brak

Więc kto powie mi jak radzić sobie mam
Taki wielki świat nade mną mam
Ileś tam lat, lecz to niewiele da
Doświadczenia ciągle brak

[♫♫♫]

Więc kto powie mi jak radzić sobie mam
Taki wielki świat nade mną
Kto powie mi jak radzić sobie mam
Taki wielki świat nade mną mam
Ileś tam lat, lecz to niewiele da
Doświadczenia brak

Więc kto powie mi jak radzić sobie mam
Taki wielki świat nade mną mam
Ileś tam lat, lecz to niewiele da
Doświadczenia ciągle brak
Doświadczenia ciągle brak","I’m standing somewhere under the sky, sand under my feet
It seems I have to walk along 
Although I don’t know how, oh I don’t know 
Taking the first step, so I must go somewhere 
High mountain, winding road 
It’s hard to walk sometimes, not complaining
I want to know right away what this world is standing on
How to know yourself better
How not to stumble over you 
Going anyhow 

So who will tell me how to cope
Such a great world above me 
Some-years-old, but it doesn’t matter
Without experience 

So who will tell me how to cope
Such a great world above me 
Some-years-old, but it doesn’t matter
Still without experience 


You will fight for your world in the sweat of your brow
You will live on bread and water
You will think about your purpose 
Apparently, He told so to the human, who
Strayed while eating the fruit of knowledge
Because he wanted to know what he was supposed to know  
That’s how it happens in life since the dawn of time 
The one who must be guilty
Will be guilty no matter how much 
He has tried himself

So who will tell me how to cope
Such a great world above me 
Some-years-old, but it doesn’t matter
Without experience 

So who will tell me how to cope
Such a great world above me 
Some-years-old, but it doesn’t matter
Still without experience 

So who will tell me how to cope
Such a great world above me 
So who will tell me how to cope
Such a great world above me 
Some-years-old, but it doesn’t matter
Without experience 

So who will tell me how to cope
Such a great world above me 
Some-years-old, but it doesn’t matter
Still without experience 
Still without experience"
Kwiat Jabłoni,Kwiat Jabloni,"Siedzim sobie pod jabłonią
Jest wesoło, wszyscy chleją
Kwiaty jabłoni spadają
Moi kumple już rzygają

Cena jest przystępna dla wszystkich
Nie tam co tam taka whisky
Robotnicy i rolnicy
Kwiat jabłoni piją wszyscy

Kwiat, kwiat jabłoni, a, a,
Kwiat, kwiat jabłoni, a, a,
Kwiat, kwiat jabłoni, a, a,
Kwiat, kwiat jabłoni, a, a, a,
Yeahey, kwiat jabłoni 

Na tym naszym szkolnym boisku
Jest Józek ze swoją dziwką
Jest też Franek i Muniek
Do sklepu poszli po trunek

Dzieci chcieli grać w nogę
Ale teraz już nie mogą
Bo Ziutek ze swoją starą dziwką
Zarzygali całe boisko

Kwiat, kwiat jabłoni, a, a,
Kwiat, kwiat jabłoni, a, a,
Kwiat, kwiat jabłoni, a, a,
Kwiat, kwiat jabłoni, a, a, a,
Yeahey, kwiat jabłoni 

Dziś pod sklepem kolejka duża
Stoją żule z całego podwórza
Stoją młodzi żigolacy
Dzieci pijaków i pijacy

Dziś przed Jagienką smutno
Bo nie ma piwa ni ciula
Lecz gdy jesteście w biedzie
Kwiat Jabłoni nie zawiedzie

Kwiat, kwiat jabłoni, a, a,
Kwiat, kwiat jabłoni, a, a,
Kwiat, kwiat jabłoni, a, a,
Kwiat, kwiat jabłoni, a, a, a,
Yeahey, kwiat jabłoni 

Kwiat Jabłoni
Kwiat Jabłoni
Yeahey, Yeahey, Yeahey
Kwiat Jabłoni","I am sitting under an apple tree
It's fun, everyone is choking
Apple blossoms are falling
My buddies are already puking
The price is affordable for everyone
No whiskey whatsoever
Workers and farmers

Everyone drank the apple blossom
Flower apple blossom a, a flower apple blossom a, a flower apple blossom a, a flower apple blossom a, a, a, yeahey apple blossom

In our school playground
Jozek is here with his whore
There is also Franek and Muniek
They went to the store to get a drink
The kids wanted to play football
But now they can't
Because Ziutek with his old whore
They puked all over the field

Flower apple blossom a, a flower apple blossom a, a flower apple blossom a, a flower apple blossom a, a, a, yeahey apple blossom

Today there is a long queue in front of the store
There are chews from all over the yard
Young gigoloers are standing
Children of drunkards and drunkards
Today Jagienka is sad because there is no beer or dickhead
But when you are in poverty
The apple blossom will not disappoint

Blossom apple blossom a, a, 
blossom, apple blossom, a, a, 
blossom, apple blossom, a, a, 
blossom, apple blossom, a, a, a, 
yeahey apple blossom

Apple blossom
Apple Blossom 
Yeahey Apple Blossom"
Kwiat Jabłoni,Kwiat W Doniczce,"Mój kwiat w doniczce się znowu obraca
I całym sobą wychodzi oknem
Więc może to śmieszne
Że ja nie potrafię złapać światła
I tak jak on nie zapomnieć

Z rąk ucieka mi dziś świat
I jestem wszędzie, i nigdzie od lat
Może to już jest ten dzień
Że nie muszę patrzeć hen daleko
Gdzie nie sięga wzrok
Mam przed sobą wszystko to
Mam przed sobą wszystko

Nieustająco do siebie wracam
Nie wiedząc, gdzie mój nowy dom
Więc zawsze na próżno
Twarzom, które dobrze znam
Trzy razy się przedstawiam

Dni nie pamiętam i miast nie rozróżniam
Podobno nic dwa razy się nie zdarza
A ja szukam tego, co
Zawsze podobne i piękne wydaje mi się
To, co się powtarza
Jak kwiat, który znowu wychodzi oknem

Za mało bywam przy tobie
Za rzadko jestem na czas
Bo z rąk ucieka mi mój świat
I jestem wszędzie, i nigdzie od lat

[x2]:
Może to już jest ten dzień
Że nie muszę patrzeć hen daleko
Gdzie nie sięga wzrok
Mam przed sobą wszystko to
Mam przed sobą wszystko",
Kwiat Jabłoni,Lego,"Czasami chciałbym być zrobiony z klocków LEGO
Byś mogła mi wymienić głowę, gdy ją mam za ciężką
Dłonie miałbym trochę mniej skomplikowane
Ale mógłbym nimi chwycić wszystko
Co od ciebie dostanę
Co od ciebie dostanę

I pewnie mógłbym mocno trzymać się podstawy
Nawet, gdybyś wywróciła mi świat do góry nogami
Do góry nogami
I można byłoby nawet rzucić mną o ścianę
A ja miałbym pewność, że i tak wtedy 
Nic mi się nie stanie
Nic mi się nie stanie

Na niebie grzmi, od wiatru lecą łzy
Już dawno bym się rozsypał gdyby nie ty
Na niebie grzmi, wali z całych sił
Jeśli chcę do ciebie, muszę iść

Czasami chciałbym być zupełnie pusty w środku
Chociaż przez chwilę poczuć trochę większy spokój
Trochę większy spokój
Nieważne, gdzie bym był i czego bym nie robił
Miałbym przyklejony uśmiech
Do mojej małej głowy, mojej małej głowy
Bez cienia wątpliwości, bez niepewnych kroków
I w kółko zadawanych pytań: czy już jestem gotów

Czasami chciałbym być zrobiony z klocków LEGO
Bo nie mógłbym zrobić ci wtedy niczego złego
Niczego złego

[x4]:
Na niebie grzmi, od wiatru lecą łzy
Już dawno bym się rozsypał gdyby nie ty
Na niebie grzmi, wali z całych sił
Jeśli chcę do ciebie, muszę iść

Jeśli chcę, do ciebie muszę iść...
Tak bardzo chcę do ciebie, więc muszę iść",
Kwiat Jabłoni,Maska,"Przyklejasz czoło do szyby
Po drugiej stronie jest lepszy świat
Twoje jest życie na niby
Za szybą przyjemny wieje wiatr

Znów się dobijam do Ciebie
Ktoś inny w końcu otwiera drzwi
Znów jesteś w nie swoim ciele
Uśmiech na twarzy mi mówi, że to nie Ty

Że to nie ty...

[Ref]
Pokaż prawdziwą twarz, możesz być kim jesteś
Bać się zmian i długo spać
Nie udowodnisz mi, że możesz wygrać
Chociaż na grę już nie masz sił

Tworzysz o sobie opowieść
Przed Tobą stoi świetlisty cel
Czas już nie krąży po kole
Zdobywasz szczyt i nie cofniesz się

Próbuję spojrzeć Ci w oczy
Daleko za nimi widzę Cię
Skryty za pewnością siebie
Boisz się, że zaraz wszystko rozsypie się

Rozsypie się...

[Ref]
Pokaż prawdziwą twarz, możesz być kim jesteś
Bać się zmian i długo spać
Nie udowodnisz mi, że możesz wygrać
Chociaż na grę już nie masz sił

Pokaż prawdziwą twarz, możesz być kim jesteś
Bać się zmian i długo spać
Nie udowodnisz mi, że możesz wygrać

Nie wiesz kim jesteś
Choć swoje imię dobrze znasz
Nie wiesz co czujesz
Choć serce pali się i drga
Nie znasz swych myśli
Choć nie śpisz przez nie całą noc
To wszystko w środku, bo za maską chowasz drugie dno","[Title: The Mask]
You stick your forehead to the glass
A better world is on the other side
Your life's a sham
Behind the glass is a lovely breeze

Once more, I'm banging at your door
Somebody else opens up in the end
You're not in your body again
The smiling face tells me it's not you

It's not you...

[Chorus]
Show me your true face, you can be yourself
Be afraid of change and sleep a lot
You can't prove that you can win
Even though you're to tired to play

You're writing your story
A shining purpose ahead of you
Time's stopped going in circles
You reach the peak and you won't go back

I'm trying to stare into your eyes
I can see you deep inside
Shrouded behind a wall of self-confidence
Afraid it'll soon all come crashing down

Come crashing down...

[Chorus]
Show me your true face, you can be yourself
Be afraid of change and sleep a lot
You can't prove that you can win
Even though you're to tired to play

Show me your true face, you can be yourself
Be afraid of change and sleep a lot
You can't prove that you can win

You don't know yourself
Even though you know your your name
You don't know what you're feeling
Even though your heart's beating burningly
You don't know your thoughts
Even though you can't sleep through the night
All of it on the inside, 'cause you're hiding your true colors behind a mask"
Kwiat Jabłoni,Miasto Slonca,"Dzień w dobrym tempie mija, 
Oczy w świat wbijam, co przemija jak dobry film
Niewinny czarodziej leci witać się z chmurami
Brudny chodnik, kilkanaście kilometrów pod trampkami
Zbieram okruchy dnia, łączę wszystkie w całość
Słońce świeci dzisiaj dla mnie jak co rano

Chodź, pokażę ci kolor mego szczęścia
Dziś, palącym słońcem Śródmieścia
Zbudujemy piramidę z marzeń
Otwórz oczy na świat, zwiedzimy go razem
Zwiedzimy go razem, zwiedzimy go razem, 
Zwiedzimy go razem

Zmęczone twarze wagą nocy
Trochę się boją, stawiając niepewny krok
Zestaw myśli, nawet te dzikie i szalone
Tak już jest, kiedy wywijasz sumienie na drugą stronę
I czujesz spokój, mimo wszystko i trwasz
A słońce wysyła szczęście do Ciebie, patrzy w Twoją twarz

Chodź, pokażę ci kolor mego szczęścia
Dziś, palącym słońcem Śródmieścia
Zbudujemy piramidę z marzeń
Otwórz oczy na świat, zwiedzimy go razem, Zwiedzimy go razem, zwiedzimy go razem, 
Zwiedzimy go razem

Ten dzień jest tylko dla mnie, gdy cały świat pójdzie spać
Zrobię wszystko, by nie skończył się zwyczajnie
Dziś tylko dla mnie - prywatny plac zabaw
Moje miasto słońca

Chodź, pokażę ci kolor mego szczęścia
Dziś, palącym słońcem Śródmieścia
Zbudujemy piramidę z marzeń
Otwórz oczy na świat, zwiedzimy go razem
Zwiedzimy go razem, zwiedzimy go razem
Zwiedzimy go razem","Thw day goes by at a good tempo
I turn my eyes to the world, which passes like a good film
An innocent enchanter flies to greet the clouds
Dirty pavement a few dozen kilometers below my trainers

I take the pieces of the day, bring them together in their entirety
The sun shines today on me as it does each day

(Chorus)
Come, show me the colour of your happiness
Today, with the burning sun of the city center
We will build a pyramid of dreams
Open your eyes to the world, we will see it together (X4)

The nights weigh tired faces
I'm a bit afraid, taking an uncertain step
A collection of thoughts, even the strange and crazy
It's already here, when you turn your conscience to the other side
And you feel peace in spite of it all
And you'll endure
And the sun sends you happiness, to see your face

(Chorus)

This day is just for me, when the whole world goes to sleep
I'll do everything so that it might bot end as it always does
Today is just for me--my private playground
My city of sun

(Chorus)"
Kwiat Jabłoni,Moglo Byc Nic,"(na na na na na
na na na na na
na na na na na...
na na na... na na na...
na na na na na
na na na na na
na na na na na...)

Jestem tu zupełnie sam
Choć przed chwilą stałem w tłumie
Leżę pośród czterech ścian
Czuje jakbym w środku topił się

Szary sufit nie chce spaść
Moje ciało nie podniesie mnie
Przecież Ty masz tak jak ja
Że wszystkiego coraz więcej chcesz...
Więcej chcesz...

(Ref)
I to zapiera dech
Że jest coś, a nie nic
Gdy budzisz się
to nadal jesteś Ty
I to zapiera dech
Że obok Ciebie jest ktoś
I że mogło być nic...

A jest wszystko...
A jest wszystko...
Jest wszystko...

Jesteś tu zupełnie sam
Najzwyczajniej w świecie jesteś
Nikt nie czeka na Twój znak
Nikt nie patrzy jak potykasz się

Nie ma fanfar, złotych bram
Barwnych świateł, ciepła tłumu
Piękno da się znaleźć tam
Nawet w ciszy i bezruchu

(Ref)
I to zapiera dech
Że jest coś, a nie nic
Gdy budzisz się
To nadal jesteś Ty
I to zapiera dech
Że obok Ciebie jest ktoś
I że mogło być nic...

I to zapiera dech
Że jest coś, a nie nic
Gdy budzisz się
To nadal jesteś Ty
I to zapiera dech
Że obok Ciebie jest ktoś
I że mogło być nic...

A jest wszystko...
A jest wszystko...
Jest wszystko...

A skoro szarość nie zachwyca
To ilu potrzebujesz barw
Bo chociaż wczoraj zaszło słońce
To nie musi jutro wstać

(Ref)
I to zapiera dech
Że jest coś, a nie nic
Gdy budzisz się
To nadal jesteś Ty
I to zapiera dech
Że obok Ciebie jest ktoś
I że mogło być nic

I to zapiera dech
Że jest coś, a nie nic
Gdy budzisz się
To nadal jesteś Ty
I to zapiera dech
Że obok Ciebie jest ktoś
I że mogło być-

A jest wszystko...
A jest wszystko...
Jest wszystko...

(na na na na na
na na na na na
na na na na na...
na na na... na na na...
na na na na na
na na na na na
na na na na na...
na na na... na na na...
na na na na na
na na na na na
na na na na na...
na na na... na na na...
na na na na na
na na na na na
na na na... na na na...
na na na...)","(nah nah nah nah nah
nah nah nah nah nah
nah nah nah nah nah...
nah nah nah... nah nah nah...
nah nah nah nah nah
nah nah nah nah nah
nah nah nah nah nah...)

I'm here all alone
Yet moments ago I was surrounded by a crowd
Lying down, surrounded by four walls
Feeling as if I'm drowning on the inside

The grey ceiling just won't collapse
My body will not pick me up
But you're just like me
In that you only want more and more...
Want more and more...

(Chorus)
And it takes your breath away,
that there's anything at all
When you wake up, 
that you're still yourself
And it takes your breath away, 
that there's somebody next to you
And that there could've been nothing at all...

Yet there's everything...
Yet there's everything...
There's everything...

You're here all alone
You simply exist
No one's waiting for your sign
No one sees you stumbling

There's no fanfares, no golden gates
No colorful light, no warmth of the crowd
Beauty can be found
Even in quiet serenity

(Chorus)
And it takes your breath away,
that there's anything at all
When you wake up, 
that you're still yourself
And it takes your breath away, 
that there's somebody next to you
And that there could've been nothing at all...

And it takes your breath away,
that there's anything at all
When you wake up, 
that you're still yourself
And it takes your breath away, 
that there's somebody next to you
And that there could've been nothing at all...

Yet there's everything...
Yet there's everything...
There's everything...

And since the grayness isn't trilling
How many colors do you need
And although the sun has gone down yesterday
It doesn't mean it'll rise back up

(Chorus)
And it takes your breath away,
that there's anything at all
When you wake up, 
that you're still yourself
And it takes your breath away, 
that there's somebody next to you
And that there could've been nothing at all...

And it takes your breath away,
that there's anything at all
When you wake up, 
that you're still yourself
And it takes your breath away, 
that there's somebody next to you
And that there could've been nothing at all...

Yet there's everything...
Yet there's everything...
There's everything...

(nah nah nah nah nah
nah nah nah nah nah
nah nah nah nah nah...
nah nah nah... nah nah nah...
nah nah nah nah nah
nah nah nah nah nah
nah nah nah nah nah...
nah nah nah... nah nah nah...
nah nah nah nah nah
nah nah nah nah nah
nah nah nah nah nah...
nah nah nah... nah nah nah...
nah nah nah nah nah
nah nah nah nah nah
nah nah nah... nah nah nah...
nah nah nah...)"
Kwiat Jabłoni,Mowie Ci  Ze,"Mówisz o pokoju
Czy Ty nie widzisz, że
Są tacy, którzy chcą, żebyśmy
Pozabijali się
Żebym ja zabił Ciebie
Żebyś Ty zabiła mnie
Żebyśmy żyli w strachu
Całe noce i całe dnie

Mówisz o miłości
Czy Ty nie widzisz, że
Są tacy, którzy chcą, żebyśmy
Nienawidzili się
I mówisz o wolności
Przecież musisz wiedzieć, że
Każdy z nas jest niewolnikiem
Czy tego chcesz, czy nie

Mówię Ci, że
Mówię Ci, że
Mówię Ci, że
Jedyne wyjście
Obudzić się

Mówisz o pokoju
Czy Ty nie widzisz, że
Są tacy, którzy chcą, żebyśmy
Pozabijali się","You talk about peace
Can't you see that
there are those who want us
to kill each other
For me to kill you
For you to kill me
For us to live in fear
all nights and days through

You talk about love
Can't you see that
there are those who want us
to hate each other
And you talk about freedom
But you ought to know that
every one of us is a slave
whether you want it or not

I'm telling you that
I'm telling you that
I'm telling you that
the only exit
is to wake up

You talk about peace
Can't you see that
there are those who want us
to kill each other"
Kwiat Jabłoni,Nic Wiecej,"Patrzę w niebo lecz miasto się odbija w nim
Czas szybko płynie, wyścigi wyznaczają rytm
A wszyscy dookoła spadają w górę na sam szczyt
W złotych maskach zapominamy kto jest kim, kto jest kim

Tak wiele do zdobycia świat daje dziś
Tak mało potrzebujesz, żeby co dzień cieszyć się nim
Tak wiele do zdobycia świat daje i
Chcę tylko spojrzeć w twoje oczy i już więcej nic nie potrzeba mi

Patrzę w księżyc, tak blisko zdaje się być mnie
Mgła pod nogami, a góry rozmazują się
A teraz zamknę oczy, pomyślę, że tak mogę wiecznie trwać
I że do tej pory tylko tlenu było braku, tlenu brak

Tak wiele do zdobycia świat daje dziś
Tak mało potrzebujesz, żeby co dzień cieszyć się nim
Tak wiele do zdobycia świat daje i
Chcę tylko spojrzeć w twoje oczy i już więcej nic nie potrzeba mi

A-a-a-ah, a-a-ah
A-a-a-ah, a-a-ah

Tak wiele do zdobycia świat daje dziś
Tak mało potrzebujesz, żeby co dzień cieszyć się nim
Tak wiele do zdobycia świat daje i
Chcę tylko spojrzeć w twoje oczy i już więcej nic nie potrzeba
Tak wiele do zdobycia świat daje i
Chcę tylko spojrzeć w twoje oczy i już więcej nic nie potrzeba mi","I look into the sky but see a city's reflection,
Time flies, the race sets the rhythm
Everyone around is falling up to the top
In their gold masks we forget who they are, who they are

There is so much to gain from the world today
You need so little to enjoy it every day
There is so much to gain from the world and
I just want to look in your eyes and I don't need anything else

I look at the moon, it seems so close to me
There's fog around my feet, and the mountains are blurry
And now I'll close my eyes, to think I could stay like this forever. And all I was missing was the air to breathe.

There is so much to gain from the world today
You need so little to enjoy it every day
There is so much to gain from the world and
I just want to look in your eyes and I don't need anything else"
Kwiat Jabłoni,Nie Ma Czasu,"Z oddali patrzę, poważny mam wzrok
Bo to co było słusznie odchodzi
Kiedy podchodzę, wtedy już wiem
Wiem z czym na zawsze człowiek się rodzi

Z tym, że jest radość w sercu dziecięca
I że chcesz wierzyć w to, czego nie ma
Że kiedy pierwszy zapada zmrok
Boisz się ruchu własnego cienia

A przecież byliśmy już tak daleko
Przecież byliśmy już tak daleko

Bo nie ma czasu na więcej
Nie ma czasu, bo przecież
Słońce znów wstaje, a ja nie odróżniam dni od lat
Słonce znów wstaje, a ja nie odróżniam dni od lat 

I znowu stoję na pół przecięta
Powraca, co było już tylko we śnie
Ta sama trwoga jest niepojęta
To samo szczęście, jasność jak wcześniej

Krok co pewny był, chwiejny się staje
Przypomina się serce ciężkie
Dalekie bliskie się teraz wydaje
Co było małe znowu jest wielkie

A przecież byliśmy już tak daleko
A przecież byliśmy już tak daleko

Bo nie ma czasu na więcej
Nie ma czasu, bo przecież
Słońce znów wstaje, a ja nie odróżniam dni od lat
Słonce znów wstaje, a ja nie odróżniam dni od lat

[♫♫♫]

Bo nie ma czasu na więcej
Nie ma czasu, bo przecież
Słońce znów wstaje, a ja nie odróżniam dni od lat
Słonce znów wstaje, a ja nie odróżniam dni od lat

Bo nie ma czasu na więcej
Nie ma czasu, bo przecież
Słońce znów wstaje, a ja nie odróżniam dni od lat
Słonce znów wstaje, a ja nie odróżniam dni od lat","From afar I'm looking, I've serious sight
'Cause this what was is fairly going away
When I'm approaching then I know
I know with what humans is birth for always

With childish happiness in heart
And you want to belive in what is not there
And, when it's getting dark,
You're fearing of motion your own shadow

But we were so far away
But we were so far away

'Cause there is no time for more
There is no time, cause 
Sun's rising again, and I don't distinguish between days and years
Sun's rising again, and I don't distinguish between days and years

And again I'm standing cut in half
Is reappear what was only in dreams
The same anxiety is inconceivable
The same happiness, clarity like before

Step what was steady is getting stagger
Is bringing back a heavy heart
What was far is seem close now
What was small is large again 

But we were so far away
But we were so far away

'Cause there is no time for more
There is no time, cause 
Sun's rising again, and I don't distinguish between days and years
Sun's rising again, and I don't distinguish between days and years 

'Cause there is no time for more
There is no time, cause 
Sun's rising again, and I don't distinguish between days and years
Sun's rising again, and I don't distinguish between days and years 

'Cause there is no time for more
There is no time, cause 
Sun's rising again, and I don't distinguish between days and years
Sun's rising again, and I don't distinguish between days and years"
Kwiat Jabłoni,Nie Ma Mnie,"Siebie nie rozumiem, gdy mam przed sobą pustkę
W Tobie rozpoznaje się, jesteś moim lustrem
Czy jak opuszczę Cię, będzie mnie tu trochę mniej?
I czy jak zostanę sam, nie rozerwie mi się świat?

[Ref]
Nie ma mnie, nie ma mnie (kiedy Ciebie nie ma)
Ja bez Ty, Ty bez ja (jest nie do pomyślenia)
Nie ma mnie, nie ma mnie (kiedy Ciebie nie ma)
Ja bez Ty, Ty bez ja (jest nie do pomyślenia)

Stoimy razem, bo boimy się innego
Im bliżej siebie, tym bardziej przeciw niemu
Tak mało trzeba, by przestało bić mu serce
Gdy tylko dzielisz świat, na nas i na resztę

[Ref]
Nie ma mnie, nie ma mnie (kiedy Ciebie nie ma)
Ja bez Ty, Ty bez ja (jest nie do pomyślenia)
Nie ma mnie, nie ma mnie (kiedy Ciebie nie ma)
Ja bez Ty, Ty bez ja (jest nie do pomyślenia)
Ja bez Ty, Ty bez ja (jest nie do pomyślenia)
Ja bez Ty, Ty bez ja (jest nie do pomyślenia)

Gdy mówisz, splatam się z Tobą w mojej głowie
Idziemy dalej, wspinamy się po sobie
Wiem, że gdy zostawię Cię, będzie mnie tu znacznie mniej
I że gdy zostanę sam, to rozerwie mi się świat

[Ref]
Nie ma mnie, nie ma mnie (kiedy Ciebie nie ma)
Ja bez Ty, Ty bez ja (jest nie do pomyślenia)
Nie ma mnie, nie ma mnie (kiedy Ciebie nie ma)
Ja bez Ty, Ty bez ja (jest nie do pomyślenia)

Nie ma mnie, nie ma mnie (kiedy Ciebie nie ma)
Ja bez Ty, Ty bez ja (jest nie do pomyślenia)
Nie ma mnie, nie ma mnie (kiedy Ciebie nie ma)
Ja bez Ty, Ty bez ja (jest nie do pomyślenia)

Ja bez Ty, Ty bez ja (jest nie do pomyślenia)
Nie ma mnie, nie ma mnie (kiedy Ciebie nie ma)
Ja bez Ty, Ty bez ja (jest nie do pomyślenia)
Nie ma mnie, nie ma mnie (kiedy Ciebie nie ma)
Ja bez Ty, Ty bez ja (jest nie do pomyślenia)
Nie ma mnie, nie ma mnie (kiedy Ciebie nie ma)
Ja bez Ty, Ty bez ja (jest nie do pomyślenia)","[Title: I'm not here]
I don't understand myself, staring at the emptiness
You're my mirror, I can see my reflection
And when I leave you, will there be less of me out here?
And when I'm left alone, will my world not come apart?

[Chorus]
I'm not here, I'm not here (without you there)
Me without you, you without me (it's inconceivable)
I'm not here, I'm not here (without you there)
Me without you, you without me (it's inconceivable)

We're standing together, afraid of what's out there
The closer we are, the more against him
It'll take so little till his heart stops beating
When you're separating us from others

[Chorus]
I'm not here, I'm not here (without you there)
Me without you, you without me (it's inconceivable)
I'm not here, I'm not here (without you there)
Me without you, you without me (it's inconceivable)
Me without you, you without me (it's inconceivable)
Me without you, you without me (it's inconceivable)

When you're speaking, I'm getting tangled up with you in my mind
We're going further, we're climbing each other
I know that when I leave you there will be so much less of me out here
And when I'm left alone, my world will come apart

[Chorus]
I'm not here, I'm not here (without you there)
Me without you, you without me (it's inconceivable)
I'm not here, I'm not here (without you there)
Me without you, you without me (it's inconceivable)

I'm not here, I'm not here (without you there)
Me without you, you without me (it's inconceivable)
I'm not here, I'm not here (without you there)
Me without you, you without me (it's inconceivable)

Me without you, you without me (it's inconceivable)
I'm not here, I'm not here (without you there)
Me without you, you without me (it's inconceivable)
I'm not here, I'm not here (without you there)
Me without you, you without me (it's inconceivable)
I'm not here, I'm not here (without you there)
Me without you, you without me (it's inconceivable)"
